date,current_ratio,quick_ratio,profit_margin,roi,inventory_turnover,asset_turnover,receivable_days,payable_days,inventory_days,debt_to_equity
2019-11-25,1.21,1.79,11.12,27.56,7,2.22,27,31,71,1.38
2019-11-25,2.89,1.67,21.92,27.79,6,1.6,31,64,76,1.77
2019-11-25,2.29,2.21,20.11,8.89,10,2.2,56,76,79,1.07
2019-11-25,2.21,0.73,16.18,6.2,13,2.2,41,40,47,1.93
2019-11-25,3.07,1.74,2.94,5.9,5,1.97,31,65,27,0.82
2019-11-25,1.76,1.27,16.27,33.8,6,1.41,36,72,56,0.69
2019-11-25,1.58,0.45,35.55,29.76,10,1.86,54,76,34,1.23
2019-11-25,2.34,1.21,1.07,20.31,12,1.56,52,54,35,0.86
2019-11-25,2.0,0.72,2.8,30.15,2,2.48,34,83,56,1.31
2019-11-25,3.32,0.74,23.84,11.52,3,2.45,58,33,67,0.9
2019-11-25,0.74,1.86,38.9,21.67,9,1.45,30,33,44,1.59
2019-11-25,1.74,0.66,19.64,31.79,2,1.21,26,81,77,1.35
2019-11-25,1.46,1.01,17.26,34.07,8,0.84,41,49,36,1.99
2019-11-25,1.91,0.47,29.03,11.79,7,1.67,29,74,61,2.06
2019-11-26,0.92,1.47,3.25,17.8,12,1.72,33,88,27,1.46
2019-11-26,2.4,0.56,9.13,17.03,9,1.98,19,74,54,0.79
2019-11-26,2.05,1.3,35.44,23.02,13,0.78,42,57,42,0.31
2019-11-26,0.79,1.69,29.34,11.13,8,1.88,55,32,31,0.5
2019-11-26,2.93,1.04,29.09,31.34,12,0.67,45,67,75,1.28
2019-11-26,0.56,1.98,27.76,15.38,12,0.53,24,77,21,1.65
2019-11-26,3.4,0.42,33.53,26.47,3,1.33,33,73,22,1.13
2019-11-26,2.41,0.88,9.94,32.42,11,2.4,52,72,38,0.39
2019-11-26,3.15,1.42,7.92,33.5,10,0.75,30,49,28,0.45
2019-11-26,1.08,0.47,35.94,34.24,10,0.99,15,58,23,1.79
2019-11-26,1.61,0.61,15.46,34.86,9,1.8,31,84,70,0.27
2019-11-26,1.46,1.1,20.57,16.41,14,2.17,37,66,73,1.45
2019-11-26,3.36,2.25,13.74,20.78,12,2.04,53,56,52,1.65
2019-11-26,0.58,1.28,17.8,16.98,12,1.88,30,89,57,1.43
2019-11-26,3.49,0.66,33.59,10.47,7,1.68,45,45,46,0.58
2019-11-26,2.81,2.25,3.26,26.05,9,1.37,45,44,51,0.52
2019-11-26,2.71,0.46,0.15,20.98,12,1.01,23,50,38,1.94
2019-11-26,0.85,1.11,20.04,25.92,6,0.81,22,62,36,1.96
2019-11-26,0.53,0.75,11.69,17.17,8,1.03,58,76,38,1.37
2019-11-26,1.69,1.45,7.62,29.79,9,0.87,24,58,58,1.44
2019-11-26,2.1,2.04,2.98,30.63,12,1.9,18,60,58,1.44
2019-11-26,3.0,1.86,19.0,23.12,6,1.29,42,40,22,0.31
2019-11-26,1.82,0.59,27.08,11.76,11,1.59,17,46,70,0.98
2019-11-26,1.25,0.62,23.61,8.96,13,2.2,48,69,51,0.88
2019-11-26,0.66,1.65,17.11,16.06,8,1.64,54,75,61,0.32
2019-11-26,1.02,0.9,32.02,25.71,2,0.54,54,69,43,2.02
2019-11-26,1.46,0.45,0.48,27.58,6,1.41,48,36,40,0.23
2019-11-26,2.35,1.72,31.23,21.72,7,2.29,52,81,72,1.99
2019-11-26,2.08,1.07,38.67,5.08,9,1.97,45,81,75,0.35
2019-11-26,0.72,1.85,36.06,20.73,7,2.46,54,62,50,1.92
2019-11-27,1.76,0.9,38.78,25.65,12,2.09,19,87,64,0.35
2019-11-27,1.59,1.89,39.16,26.05,12,2.37,32,89,33,1.63
2019-11-27,0.77,2.13,5.28,18.51,3,0.87,28,41,62,0.69
2019-11-27,0.68,0.76,1.97,15.68,10,1.6,19,71,44,0.83
2019-11-27,1.38,0.37,27.98,26.06,8,2.12,54,56,78,1.02
2019-11-27,2.14,2.19,32.83,11.51,9,1.81,38,41,37,0.85
2019-11-27,1.13,1.15,26.61,34.48,7,0.56,49,45,69,0.76
2019-11-27,3.16,1.87,25.2,16.46,12,0.72,28,35,77,1.51
2019-11-27,3.17,1.99,9.93,18.58,4,2.1,52,55,77,1.54
2019-11-27,2.13,1.66,32.13,32.34,4,2.05,42,53,46,1.55
2019-11-27,2.05,2.14,36.06,29.59,5,1.66,52,66,40,1.61
2019-11-27,3.17,2.29,30.43,19.03,5,2.43,31,62,58,0.29
2019-11-27,2.77,0.4,25.36,6.25,14,1.75,15,64,66,0.81
2019-11-27,2.14,1.05,20.43,29.95,4,1.61,37,70,64,0.77
2019-11-27,2.16,1.14,14.78,20.08,10,0.92,49,85,52,2.03
2019-11-27,0.95,0.66,24.01,12.83,11,1.78,30,34,65,1.14
2019-11-27,0.89,0.51,5.5,28.93,9,1.82,36,31,53,2.05
2019-11-27,2.41,1.79,32.91,28.49,9,0.61,15,32,72,0.29
2019-11-27,1.03,0.74,34.9,23.24,11,1.07,33,34,63,0.11
2019-11-27,2.64,0.68,2.22,17.87,9,0.7,30,43,73,0.63
2019-11-27,1.0,1.19,38.39,10.23,12,2.33,51,51,65,0.59
2019-11-27,2.95,2.14,25.26,23.42,10,1.76,55,74,23,1.73
2019-11-27,1.33,0.71,37.24,10.29,5,1.61,43,57,30,0.8
2019-11-27,2.02,0.4,2.4,34.92,5,1.64,34,50,26,0.7
2019-11-27,1.52,0.5,35.36,17.66,3,1.23,15,82,23,0.6
2019-11-27,1.47,1.16,27.55,11.3,7,2.2,57,70,40,0.19
2019-11-27,1.33,1.3,18.25,34.74,6,2.17,50,45,52,1.06
2019-11-27,1.73,0.93,26.93,17.95,12,1.8,23,45,24,1.13
2019-11-27,3.06,0.92,18.47,19.0,5,1.19,47,56,55,0.45
2019-11-27,1.72,2.15,4.78,28.64,6,0.56,46,56,29,1.05
2019-11-28,1.68,1.9,2.82,34.77,11,0.81,21,85,53,1.78
2019-11-28,3.35,0.41,9.1,33.99,2,0.63,28,67,72,1.16
2019-11-28,2.66,0.49,37.53,33.59,7,1.45,39,70,29,0.36
2019-11-28,0.63,0.78,30.28,32.75,11,2.28,27,86,46,0.93
2019-11-28,2.13,1.8,28.43,9.81,6,0.84,46,77,66,0.38
2019-11-28,2.82,0.85,15.09,17.11,5,0.95,35,34,79,1.99
2019-11-28,3.06,2.21,1.24,33.34,13,2.27,38,74,28,0.41
2019-11-28,3.22,1.24,38.98,21.02,13,1.01,44,86,70,2.1
2019-11-28,2.39,1.12,35.28,14.32,8,2.11,46,86,49,0.79
2019-11-28,0.53,1.23,5.21,25.56,11,1.42,24,61,34,1.58
2019-11-28,1.58,1.53,5.98,15.57,11,0.69,26,83,73,1.5
2019-11-28,1.21,0.51,10.81,17.59,5,1.1,47,72,63,1.15
2019-11-28,1.2,2.21,31.55,27.23,14,0.9,16,85,62,0.46
2019-11-28,2.37,1.72,30.26,20.9,7,1.52,20,37,40,0.21
2019-11-28,1.16,0.97,16.72,9.2,10,1.99,35,57,25,1.0
2019-11-28,0.62,1.76,30.68,33.45,11,0.91,54,79,57,0.49
2019-11-28,2.85,2.05,39.57,32.29,3,2.13,20,80,76,0.48
2019-11-28,1.08,2.27,5.86,26.9,8,2.2,18,68,34,1.39
2019-11-28,1.57,0.39,26.76,27.8,2,1.06,22,49,47,0.14
2019-11-28,1.47,2.12,29.68,22.04,8,2.21,18,45,42,1.7
2019-11-28,3.2,0.7,0.76,10.61,7,1.54,25,44,37,0.96
2019-11-28,3.26,1.34,10.23,15.16,7,0.96,58,31,72,1.94
2019-11-28,2.38,1.18,21.83,11.11,3,1.49,45,62,64,1.01
2019-11-28,2.39,1.83,29.2,28.2,9,0.83,51,88,45,0.65
2019-11-28,2.59,2.08,6.91,29.03,14,2.04,34,51,64,1.49
2019-11-28,2.62,2.01,8.24,18.03,7,0.89,40,50,51,1.29
2019-11-28,0.68,1.53,26.1,21.38,11,1.28,22,50,55,0.27
2019-11-28,1.76,2.0,3.38,10.35,10,1.71,35,57,33,1.07
2019-11-29,2.7,1.74,29.75,8.88,13,1.75,31,86,65,1.88
2019-11-29,1.62,2.21,15.9,31.98,11,0.65,26,71,65,1.19
2019-11-29,2.37,0.91,1.68,26.52,9,2.48,43,53,34,1.74
2019-11-29,2.84,1.17,31.82,18.02,11,1.39,22,77,23,1.22
2019-11-29,3.12,1.67,26.38,26.08,13,2.42,32,33,63,0.17
2019-11-29,2.56,1.29,8.03,16.02,8,2.06,58,81,65,1.17
2019-11-29,0.53,1.64,31.67,13.65,8,1.89,59,79,30,0.42
2019-11-29,0.84,1.35,19.71,25.15,10,1.82,59,88,70,0.99
2019-11-29,3.08,1.96,20.78,25.16,5,1.89,56,81,79,0.59
2019-11-29,0.61,0.93,34.28,18.09,11,1.51,46,62,61,0.84
2019-11-29,1.82,0.51,10.49,9.26,5,1.77,16,40,44,0.96
2019-11-29,1.21,1.17,2.48,15.01,3,1.69,59,67,36,0.33
2019-11-29,2.62,2.04,2.66,20.73,9,2.1,28,43,32,1.45
2019-11-29,1.09,1.6,35.81,24.82,14,2.22,29,43,60,0.45
2019-11-29,1.42,1.92,29.99,9.07,5,2.15,35,82,62,1.0
2019-11-29,0.82,1.37,38.65,27.23,5,2.45,18,56,30,1.67
2019-11-29,1.08,2.2,23.12,30.04,4,1.67,55,84,68,1.13
2019-11-29,2.54,1.61,30.94,11.8,5,1.94,33,35,61,1.06
2019-11-29,1.4,2.14,36.4,19.82,8,1.12,29,40,37,0.45
2019-11-29,1.84,2.1,11.28,31.44,3,0.67,54,62,31,0.15
2019-11-29,1.35,1.41,13.55,12.25,12,1.56,24,34,36,1.86
2019-11-29,1.44,2.04,13.67,20.32,14,1.15,43,61,33,1.8
2019-11-29,0.51,1.06,1.84,21.39,10,1.68,54,61,77,1.53
2019-11-29,2.37,1.37,24.5,6.13,7,1.4,21,46,69,1.63
2019-11-29,1.91,1.48,39.22,34.19,14,1.72,46,31,34,0.52
2019-11-29,3.15,2.1,10.14,24.24,11,2.12,47,72,35,1.32
2019-11-29,3.48,0.86,19.59,19.77,11,2.24,33,79,42,1.03
2019-11-29,1.57,0.36,19.59,32.59,10,0.55,23,68,65,0.55
2019-11-29,1.01,1.5,35.1,21.79,6,1.02,42,32,42,0.24
2019-11-29,1.0,1.04,6.05,8.19,11,1.41,39,68,30,0.22
2019-11-30,1.13,0.6,37.05,27.92,3,2.31,15,48,65,1.57
2019-11-30,2.14,1.2,13.82,6.12,4,1.98,29,66,69,0.24
2019-11-30,0.89,1.42,6.77,26.33,2,0.88,19,78,51,0.34
2019-11-30,2.02,0.62,15.71,20.89,9,1.35,22,33,47,1.18
2019-11-30,2.36,1.37,30.74,33.06,13,0.54,46,78,29,0.13
2019-11-30,2.11,0.43,37.2,33.49,11,1.5,22,70,60,0.52
2019-11-30,2.4,1.94,0.87,10.74,5,2.12,49,34,44,1.06
2019-11-30,3.21,1.44,13.62,22.65,4,1.31,44,59,30,1.53
2019-11-30,1.71,0.53,24.89,14.23,12,1.42,29,40,41,1.19
2019-11-30,0.57,1.17,29.19,7.13,5,1.8,37,61,76,1.27
2019-11-30,3.15,0.65,29.22,30.28,9,2.02,50,63,30,1.25
2019-11-30,2.75,0.45,14.41,20.52,10,0.93,31,46,48,1.68
2019-11-30,1.04,1.11,25.77,27.32,5,0.97,46,80,51,0.58
2019-11-30,2.61,1.76,8.25,5.75,5,0.65,40,87,78,0.29
2019-11-30,3.16,0.8,4.19,5.51,5,1.92,33,52,68,0.17
2019-11-30,2.87,1.15,17.29,5.12,14,0.76,59,58,68,1.92
2019-11-30,3.13,1.98,3.77,15.61,2,1.0,31,77,55,0.75
2019-11-30,2.97,1.32,10.93,27.45,12,1.34,17,32,27,1.33
2019-11-30,1.72,1.21,31.92,31.03,9,0.59,42,46,49,1.11
2019-11-30,2.1,0.54,21.84,21.46,13,1.11,41,69,41,1.67
2019-11-30,3.08,0.65,16.8,22.93,8,0.85,48,81,34,1.01
2019-11-30,2.01,0.48,21.49,31.9,12,0.65,34,51,66,1.65
2019-11-30,2.96,0.76,17.46,31.63,13,0.74,30,71,62,1.95
2019-11-30,2.82,1.31,10.82,22.18,5,2.06,32,66,56,0.34
2019-11-30,0.68,1.83,4.87,34.3,13,1.03,45,80,68,0.55
2019-11-30,3.36,2.13,19.62,13.13,6,1.05,43,77,32,1.64
2019-11-30,0.71,0.83,31.99,28.81,4,0.73,16,44,59,1.78
2019-11-30,3.37,0.86,10.54,10.75,3,0.53,49,88,32,1.32
2019-12-01,2.32,2.05,34.63,32.39,2,1.31,46,45,62,1.11
2019-12-01,1.02,1.57,38.79,9.91,6,2.31,29,33,69,1.54
2019-12-01,3.16,0.63,36.94,23.58,8,2.2,22,35,55,0.43
2019-12-01,0.61,1.56,37.08,29.07,8,1.5,38,37,34,1.23
2019-12-01,1.49,1.38,34.36,34.39,7,1.18,40,63,73,1.84
2019-12-01,1.59,0.75,9.8,19.11,8,0.59,36,83,53,1.82
2019-12-01,1.7,2.12,33.25,27.16,12,0.89,19,89,21,0.87
2019-12-01,0.68,0.89,15.08,17.6,6,0.58,35,66,49,0.53
2019-12-01,0.94,0.61,19.21,28.66,11,0.81,15,81,66,0.67
2019-12-01,3.25,2.01,30.34,10.78,5,2.35,39,55,65,1.18
2019-12-01,1.38,1.32,37.48,28.76,3,1.64,42,57,51,1.51
2019-12-01,3.37,0.56,35.43,16.71,7,2.16,27,78,65,0.28
2019-12-01,2.52,1.48,0.08,12.88,11,1.23,59,56,35,1.89
2019-12-01,2.47,0.6,17.27,20.67,5,1.26,29,87,29,1.42
2019-12-01,2.87,2.23,4.56,33.95,3,1.66,20,72,45,1.49
2019-12-01,0.63,2.2,4.2,13.82,10,2.05,28,71,29,1.63
2019-12-01,2.32,1.33,22.67,29.74,3,1.1,53,38,67,1.92
2019-12-01,1.91,1.44,38.51,13.15,10,1.19,42,46,52,1.97
2019-12-01,2.35,2.14,4.62,17.59,2,0.73,16,76,64,0.62
2019-12-01,1.75,1.02,10.94,26.15,10,2.02,36,70,52,1.51
2019-12-01,2.09,0.43,13.36,14.64,4,1.2,23,65,79,1.91
2019-12-01,2.72,1.38,17.82,13.6,9,1.74,51,67,37,1.3
2019-12-01,2.65,0.6,25.36,30.87,11,1.22,54,36,41,0.32
2019-12-01,1.71,1.26,37.45,23.47,5,1.09,26,75,29,1.3
2019-12-01,0.62,0.78,0.83,23.6,7,0.9,28,78,37,1.43
2019-12-02,1.95,2.23,33.98,25.47,4,1.99,20,65,30,1.68
2019-12-02,1.48,1.22,30.57,21.93,8,2.35,29,53,58,1.81
2019-12-02,1.77,0.73,25.35,6.34,6,0.86,49,54,37,0.85
2019-12-02,3.42,0.89,11.46,15.43,14,1.49,38,68,33,1.63
2019-12-02,1.38,0.4,1.89,11.27,6,1.0,16,47,50,1.77
2019-12-02,1.67,1.21,34.62,8.97,8,0.87,30,85,27,0.17
2019-12-02,2.03,1.97,7.9,20.54,12,0.64,28,35,46,0.13
2019-12-02,3.37,0.65,12.46,12.84,11,2.37,45,33,57,1.58
2019-12-02,0.62,1.28,4.01,30.73,4,1.01,43,51,24,1.03
2019-12-02,1.16,0.76,17.36,17.79,3,1.76,48,42,75,0.93
2019-12-02,0.66,1.5,36.99,32.7,11,0.99,50,46,48,0.91
2019-12-02,0.68,1.62,36.11,16.45,7,1.7,56,34,20,1.84
2019-12-02,0.74,0.66,17.82,20.02,12,1.64,31,85,36,0.64
2019-12-02,0.97,0.89,6.44,22.07,6,2.49,41,59,48,1.78
2019-12-02,2.08,2.11,37.43,7.19,4,1.75,33,43,33,0.67
2019-12-02,1.03,0.35,8.96,28.65,4,1.63,31,83,37,1.02
2019-12-02,2.36,2.21,33.07,21.39,7,1.28,31,32,71,1.29
2019-12-02,3.29,1.41,31.28,20.38,5,2.0,15,51,42,0.24
2019-12-02,1.23,1.8,10.11,28.32,10,2.42,19,65,35,2.06
2019-12-03,2.08,1.72,8.36,31.4,2,0.71,42,40,63,0.82
2019-12-03,0.85,1.15,36.36,20.03,7,2.41,16,51,76,1.94
2019-12-03,2.61,1.97,28.17,30.24,8,1.36,43,59,54,1.39
2019-12-03,1.5,0.5,1.49,11.39,2,1.95,20,72,25,0.81
2019-12-03,2.02,2.04,19.87,26.57,2,1.4,36,81,74,1.08
2019-12-03,3.01,1.31,3.13,18.94,11,1.61,16,49,67,0.11
2019-12-03,2.27,1.95,25.02,5.27,7,1.85,20,45,65,1.29
2019-12-03,2.8,2.03,6.11,34.12,5,0.76,34,45,28,0.25
2019-12-03,3.41,1.82,0.68,7.07,8,0.6,54,41,58,1.45
2019-12-03,3.43,1.16,22.87,5.62,11,0.6,53,57,34,0.23
2019-12-03,3.13,0.38,35.56,7.85,8,1.51,53,33,68,1.79
2019-12-03,3.41,1.56,37.0,16.27,4,2.12,30,84,22,0.84
2019-12-03,1.16,1.77,12.58,29.6,14,1.91,50,75,41,2.06
2019-12-03,1.64,0.56,23.76,12.86,13,1.68,54,49,41,0.94
2019-12-03,1.01,2.08,31.19,10.25,9,1.63,52,68,49,1.26
2019-12-03,2.87,0.71,11.94,32.97,12,2.12,59,63,37,0.84
2019-12-03,1.88,1.38,15.07,12.03,11,1.02,38,60,45,1.09
2019-12-03,2.35,0.85,37.4,33.22,7,1.37,20,31,73,1.28
2019-12-03,3.14,1.36,10.71,32.41,7,2.21,44,87,31,0.9
2019-12-03,1.7,0.6,30.58,34.92,9,0.87,40,73,27,1.35
2019-12-03,3.1,1.29,35.51,5.97,10,1.33,50,35,50,1.77
2019-12-03,1.83,1.11,24.78,12.37,8,0.52,21,51,65,1.72
2019-12-03,1.5,0.39,10.89,13.09,10,1.63,54,70,34,0.81
2019-12-03,1.05,2.15,0.81,9.95,13,1.71,52,74,52,0.5
2019-12-03,2.29,1.63,19.88,30.16,13,1.86,26,41,44,0.79
2019-12-03,1.71,0.8,1.73,22.1,4,0.7,17,81,47,0.59
2019-12-03,1.59,1.79,17.4,14.95,10,1.84,47,51,26,0.24
2019-12-03,2.57,0.31,29.3,33.72,7,2.04,32,61,53,1.17
2019-12-03,2.53,0.58,27.67,7.98,14,0.65,34,66,33,1.72
2019-12-03,1.19,0.53,30.81,9.84,9,1.42,54,63,70,1.21
2019-12-03,1.85,0.53,10.6,23.24,4,1.79,30,83,58,1.93
2019-12-03,2.77,2.1,12.3,20.3,13,1.25,26,38,72,1.33
2019-12-04,3.4,1.06,9.21,24.97,14,1.32,38,41,29,0.93
2019-12-04,3.18,1.67,30.0,29.1,3,1.19,57,39,51,1.95
2019-12-04,2.34,1.05,5.63,19.6,11,2.41,16,85,50,0.91
2019-12-04,2.04,0.52,36.21,32.89,10,2.2,46,72,72,1.77
2019-12-04,2.62,0.66,25.12,20.31,6,0.55,45,46,56,1.66
2019-12-04,1.55,0.84,33.02,21.77,4,1.8,35,35,45,0.72
2019-12-04,0.84,0.33,25.27,31.33,10,1.2,48,78,41,0.98
2019-12-04,3.09,1.3,8.78,10.63,10,2.3,49,79,77,1.22
2019-12-04,3.0,2.24,23.71,16.6,11,2.29,56,30,26,1.63
2019-12-04,0.98,0.46,19.99,30.02,5,1.06,44,88,28,0.31
2019-12-04,3.17,1.05,35.93,18.29,9,0.78,18,68,67,1.54
2019-12-04,2.92,0.98,19.78,24.53,4,2.06,54,81,67,1.94
2019-12-04,3.17,2.15,34.41,12.2,11,0.98,58,86,31,1.1
2019-12-04,1.61,1.8,15.33,19.09,2,1.22,47,41,31,0.93
2019-12-04,1.25,1.31,28.14,17.29,7,1.05,58,58,51,1.88
2019-12-04,2.35,1.34,13.89,33.7,5,0.52,40,33,63,1.46
2019-12-04,3.04,2.13,19.85,8.09,11,1.08,32,56,63,1.63
2019-12-04,1.95,0.63,29.47,30.52,6,2.24,29,71,51,1.94
2019-12-04,1.99,1.49,20.06,18.01,14,1.71,50,42,28,0.86
2019-12-04,0.9,2.04,22.89,16.98,6,2.16,15,86,41,1.54
2019-12-04,3.37,0.49,35.37,28.0,3,1.33,44,32,66,1.01
2019-12-04,2.9,1.37,22.87,34.17,5,2.3,46,44,34,1.94
2019-12-04,3.38,1.22,7.9,8.1,7,2.11,19,79,74,1.91
2019-12-04,3.11,1.0,25.46,14.13,6,1.23,48,33,38,1.21
2019-12-04,3.22,1.33,2.22,13.82,3,1.49,53,61,72,0.52
2019-12-04,2.19,1.67,25.97,34.3,13,0.52,43,49,39,1.18
2019-12-04,2.13,0.56,0.46,11.03,12,2.34,41,71,60,0.74
2019-12-04,2.49,0.7,29.05,24.42,6,1.68,31,72,58,1.43
2019-12-04,2.39,0.98,8.97,24.78,3,1.01,20,70,77,1.34
2019-12-04,0.69,1.17,23.15,24.86,11,0.59,31,58,77,1.65
2019-12-04,3.28,2.19,18.6,24.0,12,1.07,49,53,62,1.54
2019-12-04,0.63,1.22,34.51,16.78,13,2.06,16,33,71,0.89
2019-12-04,2.73,1.36,6.89,11.05,11,0.59,59,84,42,1.2
2019-12-04,3.31,1.9,36.57,9.02,8,0.55,42,64,73,1.95
2019-12-04,1.17,0.92,5.63,34.05,6,2.39,27,42,51,1.61
2019-12-04,0.95,0.51,1.41,16.37,11,2.34,35,88,70,1.96
2019-12-04,0.76,2.15,1.17,24.75,6,1.23,19,85,20,1.17
2019-12-04,1.92,1.79,14.61,32.26,5,0.95,15,78,40,2.04
2019-12-04,0.76,0.67,38.14,6.87,11,2.15,15,33,31,0.52
2019-12-04,0.66,0.98,21.24,32.79,7,1.5,22,33,40,1.54
2019-12-04,1.79,1.73,9.42,30.03,3,1.73,52,76,51,0.97
2019-12-05,2.24,0.59,3.93,33.87,13,2.14,37,87,74,1.22
2019-12-05,3.04,1.85,15.4,32.46,2,0.7,37,72,69,0.12
2019-12-05,3.16,0.97,9.07,18.77,11,1.34,44,51,24,0.19
2019-12-05,1.63,0.95,22.06,32.66,9,2.36,54,63,56,1.04
2019-12-05,0.62,2.27,4.03,22.08,8,1.33,43,30,28,0.34
2019-12-05,2.06,1.97,12.13,14.16,4,1.68,20,46,42,0.4
2019-12-05,1.64,1.71,27.3,5.95,13,2.47,52,31,68,0.13
2019-12-05,1.44,1.11,1.87,10.38,5,1.63,19,86,34,2.03
2019-12-05,2.29,1.48,6.52,15.13,3,1.03,43,42,25,0.71
2019-12-05,2.09,0.9,5.02,26.58,3,2.25,22,78,20,1.29
2019-12-05,2.71,1.24,39.0,25.57,5,2.11,45,48,22,0.21
2019-12-05,1.9,1.6,8.27,27.28,2,2.19,26,47,30,0.19
2019-12-05,1.57,0.9,24.85,32.47,4,1.85,40,48,24,1.38
2019-12-05,1.28,1.6,14.26,14.83,11,0.95,46,63,32,1.34
2019-12-05,1.16,1.98,16.3,24.5,4,1.14,24,89,51,1.95
2019-12-05,2.01,1.61,32.39,13.59,8,0.89,21,76,79,0.5
2019-12-05,2.46,0.96,29.25,32.86,6,1.71,35,62,49,0.64
2019-12-05,1.67,2.09,10.36,31.74,7,1.02,30,73,66,0.43
2019-12-05,3.12,1.48,14.4,5.48,9,1.56,15,45,74,0.71
2019-12-05,0.89,0.45,15.56,7.74,3,2.37,53,81,61,0.24
2019-12-05,2.7,1.84,8.99,16.24,11,0.62,26,71,52,0.73
2019-12-05,1.52,1.49,20.25,17.83,10,1.12,25,39,78,1.23
2019-12-05,2.33,1.42,36.96,23.78,12,1.63,50,76,66,1.15
2019-12-05,0.57,1.04,28.6,11.67,11,1.1,16,58,25,0.97
2019-12-05,2.26,0.45,4.46,22.83,5,2.14,20,64,70,1.14
2019-12-05,1.87,1.51,19.93,11.52,8,1.22,53,80,23,1.33
2019-12-05,3.08,1.2,35.27,23.46,12,2.39,43,83,75,1.38
2019-12-05,1.74,1.09,3.9,33.43,5,1.99,25,58,26,0.71
2019-12-05,1.07,2.12,16.14,22.71,8,2.19,18,73,34,2.01
2019-12-05,1.57,1.02,2.45,12.58,6,0.9,17,69,27,0.15
2019-12-05,1.46,1.92,17.2,34.73,5,1.24,30,65,71,1.57
2019-12-05,0.81,0.63,22.38,7.01,9,1.61,57,55,52,0.28
2019-12-05,2.55,1.06,4.95,12.86,13,1.39,34,73,75,0.76
2019-12-06,2.73,1.19,34.01,6.79,9,2.16,32,81,40,0.42
2019-12-06,0.69,1.68,24.77,17.73,9,1.56,33,30,38,1.64
2019-12-06,0.74,0.78,25.33,7.4,3,1.72,44,44,38,0.38
2019-12-06,0.9,1.74,27.57,7.44,9,1.48,15,33,25,0.79
2019-12-06,2.68,0.44,5.48,33.08,10,1.75,59,87,76,2.06
2019-12-06,2.74,2.04,17.99,19.05,13,1.52,52,51,64,0.46
2019-12-06,1.46,0.98,11.28,33.57,11,1.09,42,73,27,1.01
2019-12-06,1.53,1.13,14.06,21.45,12,1.96,39,76,66,0.16
2019-12-06,0.82,1.02,14.35,32.24,3,0.54,49,41,78,0.43
2019-12-06,2.06,0.99,37.36,21.62,5,2.23,57,63,22,1.18
2019-12-06,2.53,0.75,20.38,5.51,3,1.48,28,35,63,1.97
2019-12-06,1.51,0.54,20.3,34.32,9,1.92,58,50,55,1.76
2019-12-06,0.79,0.32,23.04,6.23,9,0.95,48,34,63,0.54
2019-12-06,1.91,1.57,8.77,22.99,8,1.32,52,89,69,1.3
2019-12-06,2.77,0.54,19.56,23.35,10,1.26,35,77,61,1.56
2019-12-06,1.08,1.87,14.31,14.62,2,1.45,16,71,22,1.72
2019-12-06,2.83,0.4,7.75,6.28,9,2.3,34,57,28,1.37
2019-12-06,3.3,1.31,34.01,16.11,9,0.74,28,67,71,1.27
2019-12-06,2.31,2.04,22.64,29.09,11,1.22,44,87,63,1.94
2019-12-06,0.98,0.85,10.91,9.92,8,0.93,48,88,30,0.55
2019-12-06,1.19,1.13,15.52,28.18,5,0.57,38,41,77,1.96
2019-12-06,1.49,1.97,2.06,8.38,10,1.71,52,78,20,1.5
2019-12-06,2.79,1.03,35.74,28.27,7,1.1,43,36,75,0.7
2019-12-06,3.11,2.16,34.16,9.43,7,0.87,34,76,38,0.6
2019-12-06,3.08,0.44,5.47,30.39,5,1.13,34,41,59,0.8
2019-12-06,0.56,1.79,39.97,11.79,4,1.01,57,70,50,1.83
2019-12-06,0.76,0.67,17.52,10.06,13,1.68,17,88,57,0.75
2019-12-06,1.99,1.42,37.2,34.95,2,1.68,49,45,75,1.22
2019-12-06,0.74,1.31,28.27,13.04,10,1.26,53,50,44,0.82
2019-12-06,2.23,0.98,25.3,32.55,13,1.82,55,88,70,1.46
2019-12-06,1.32,1.83,18.54,9.18,8,2.42,23,30,24,1.77
2019-12-06,0.82,1.41,10.96,6.72,10,2.4,39,84,54,0.42
2019-12-06,1.26,0.33,37.09,15.75,11,1.62,55,34,73,1.81
2019-12-06,3.43,1.73,7.03,33.97,10,1.31,31,67,46,0.8
2019-12-06,2.89,0.7,5.23,20.37,5,1.18,43,66,33,1.74
2019-12-06,2.82,1.98,39.73,27.4,2,1.88,30,74,27,1.23
2019-12-06,2.51,1.29,36.77,31.25,13,1.26,45,40,64,0.31
2019-12-06,1.88,1.26,18.17,33.73,5,1.18,21,55,20,0.55
2019-12-06,2.87,1.86,14.96,28.53,13,1.24,45,72,41,0.96
2019-12-06,3.23,1.57,23.62,32.41,3,1.72,47,42,59,0.46
2019-12-06,1.92,1.15,16.22,8.45,8,1.43,28,46,75,1.86
2019-12-07,2.88,0.8,0.53,16.25,5,2.45,35,79,28,1.82
2019-12-07,1.53,1.14,5.85,8.67,2,0.84,19,54,23,0.44
2019-12-07,2.69,1.07,6.27,27.51,7,0.62,58,86,43,1.6
2019-12-07,0.74,2.23,26.79,27.15,8,0.71,27,79,60,0.77
2019-12-07,2.12,2.05,3.39,28.24,10,1.92,20,74,71,0.93
2019-12-07,2.11,0.87,8.45,7.23,10,0.9,24,79,22,0.12
